"STATION","NAME","DATE","MLY-CLDD-BASE45","MLY-CLDD-BASE50","MLY-CLDD-BASE55","MLY-CLDD-BASE57","MLY-CLDD-BASE60","MLY-CLDD-BASE70","MLY-CLDD-BASE72","MLY-CLDD-NORMAL","MLY-DUTR-NORMAL","MLY-DUTR-STDDEV","MLY-GRDD-BASE40","MLY-GRDD-BASE45","MLY-GRDD-BASE50","MLY-GRDD-BASE55","MLY-GRDD-BASE57","MLY-GRDD-BASE60","MLY-GRDD-BASE65","MLY-GRDD-BASE70","MLY-GRDD-BASE72","MLY-GRDD-TB4886","MLY-GRDD-TB5086","MLY-HTDD-BASE40","MLY-HTDD-BASE45","MLY-HTDD-BASE50","MLY-HTDD-BASE55","MLY-HTDD-BASE57","MLY-HTDD-BASE60","MLY-HTDD-NORMAL","MLY-PRCP-25PCTL","MLY-PRCP-50PCTL","MLY-PRCP-75PCTL","MLY-PRCP-AVGNDS-GE001HI","MLY-PRCP-AVGNDS-GE010HI","MLY-PRCP-AVGNDS-GE050HI","MLY-PRCP-AVGNDS-GE100HI","MLY-PRCP-NORMAL","MLY-SNOW-25PCTL","MLY-SNOW-50PCTL","MLY-SNOW-75PCTL","MLY-SNOW-AVGNDS-GE001TI","MLY-SNOW-AVGNDS-GE010TI","MLY-SNOW-AVGNDS-GE030TI","MLY-SNOW-AVGNDS-GE050TI","MLY-SNOW-AVGNDS-GE100TI","MLY-SNOW-NORMAL","MLY-SNWD-AVGNDS-GE001WI","MLY-SNWD-AVGNDS-GE003WI","MLY-SNWD-AVGNDS-GE005WI","MLY-SNWD-AVGNDS-GE010WI","MLY-TAVG-NORMAL","MLY-TAVG-STDDEV","MLY-TMAX-AVGNDS-GRTH040","MLY-TMAX-AVGNDS-GRTH050","MLY-TMAX-AVGNDS-GRTH060","MLY-TMAX-AVGNDS-GRTH070","MLY-TMAX-AVGNDS-GRTH080","MLY-TMAX-AVGNDS-GRTH090","MLY-TMAX-AVGNDS-GRTH100","MLY-TMAX-AVGNDS-LSTH032","MLY-TMAX-NORMAL","MLY-TMAX-STDDEV","MLY-TMIN-AVGNDS-LSTH000","MLY-TMIN-AVGNDS-LSTH010","MLY-TMIN-AVGNDS-LSTH020","MLY-TMIN-AVGNDS-LSTH032","MLY-TMIN-AVGNDS-LSTH040","MLY-TMIN-AVGNDS-LSTH050","MLY-TMIN-AVGNDS-LSTH060","MLY-TMIN-AVGNDS-LSTH070","MLY-TMIN-NORMAL","MLY-TMIN-PRBOCC-LSTH016","MLY-TMIN-PRBOCC-LSTH020","MLY-TMIN-PRBOCC-LSTH024","MLY-TMIN-PRBOCC-LSTH028","MLY-TMIN-PRBOCC-LSTH032","MLY-TMIN-PRBOCC-LSTH036","MLY-TMIN-STDDEV"
"USC00458278","TACOMA NUMBER 1, WA US","09","493","344","198","144","77","1","-7777","15","19.7","2.9","643","493","344","198","144","77","15","1","-7777","415","364","0","-7777","-7777","4","11","34","121","0.39","1.12","1.91","6.6","3.6","0.6","0.0","1.29",,,,,,,,,,,,,,"61.5","1.5","300","30.0","295","167","24","-7777","0.0","0.0","71.3","2.1","0.0","0","0","0.0","5","103","291","300","51.6","0","0","0","0","0","23","2.0"
"USC00458278","TACOMA NUMBER 1, WA US","10","271","136","44","23","7","0","0","-7777","15.3","2.3","423","271","136","44","23","7","-7777","0","0","230","189","-7777","3","22","85","126","204","352","2.48","3.63","4.89","12.8","8.1","2.2","0.5","3.70",,,,,,,,,,,,,,"53.7","1.6","310","30.4","185","20","1","0.0","0.0","0.0","61.3","1.6","0.0","0","0","0.5","53","224","310","310","46.0","0","0","0","36","226","643","2.3"
"USC00458278","TACOMA NUMBER 1, WA US","11","94","26","3","1","-7777","0","0","0","12.2","1.6","209","94","26","3","1","-7777","0","0","0","83","58","15","49","131","258","316","405","555","3.65","6.22","8.69","19.3","13.1","4.0","1.4","6.68",,,,,,,,,,,,,,"46.5","2.7","291","21.5","23","0","0","0.0","0.0","0.2","52.6","2.7","0.0","-7777","3","3.6","128","281","300","300","40.4","12","40","146","417","845","994","2.9"
"USC00458278","TACOMA NUMBER 1, WA US","12","26","3","-7777","-7777","0","0","0","0","11.1","1.3","96","26","3","-7777","-7777","0","0","0","0","27","15","54","139","271","423","485","578","733","3.85","5.20","7.20","18.5","13.0","3.5","1.0","5.52",,,,,,,,,,,,,,"41.4","2.4","277","8.9","3","0","0","0.0","0.0","0.6","46.9","2.4","0.0","-7777","6","8.3","222","308","310","310","35.8","105","212","471","837","990","1000","2.5"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","01","23","3","-7777","0","0","0","0","0","8.4","1.0","93","23","3","-7777","0","0","0","0","0","19","10","41","125","260","412","474","567","722",,,,,,,,"7.08",,,,,,,,,,,,,,"41.7","2.4","264","7.4","0","0","0","0.0","0.0","0.3","45.9","2.4","0.0","0","1","4.5","206","307","310","310","37.5","70","135","339","693","938","999","2.5"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","02","20","1","-7777","-7777","0","0","0","0","11.4","1.4","99","20","1","-7777","-7777","0","0","0","0","30","17","12","74","194","333","389","473","613",,,,,,,,"4.51",,,,,,,,,,,,,,"43.1","2.1","272","10.7","3","0","0","0.0","0.0","0.0","48.8","2.2","0.0","0","0","2.3","194","280","280","280","37.4","12","86","263","557","896","999","2.3"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","03","74","14","1","-7777","-7777","0","0","0","12.8","1.0","195","74","14","1","-7777","-7777","0","0","0","78","55","4","38","134","276","337","429","584",,,,,,,,"4.14",,,,,,,,,,,,,,"46.1","2.2","307","20.5","26","1","0","0.0","0.0","0.0","52.5","2.2","0.0","0","0","1.2","157","308","310","310","39.8","1","14","40","154","594","959","2.3"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","04","158","54","13","6","1","0","0","0","15.9","2.0","302","158","54","13","6","1","0","0","0","152","123","-7777","6","53","161","214","300","448",,,,,,,,"3.18",,,,,,,,,,,,,,"50.0","1.9","300","27.5","94","17","0","0.0","0.0","0.0","58.0","2.4","0.0","0","0","0.0","94","295","300","300","42.1","0","0","0","0","168","747","1.9"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","05","321","172","63","37","16","-7777","-7777","3","17.2","2.0","476","321","172","63","37","16","3","-7777","-7777","264","224","0","-7777","7","52","89","160","303",,,,,,,,"2.44",,,,,,,,,,,,,,"55.3","2.0","310","30.9","216","50","8","0.0","0.0","0.0","64.0","2.7","0.0","0","0","0.0","13","250","310","310","46.7","0","0","0","0","0","96","1.7"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","06","458","308","165","117","61","4","1","17","18.3","2.3","608","458","308","165","117","61","17","4","1","371","319","0","0","-7777","7","19","54","160",,,,,,,,"1.69",,,,,,,,,,,,,,"60.3","2.0","300","30.0","277","121","30","0.3","0.0","0.0","69.4","2.9","0.0","0","0","0.0","0","111","298","300","51.1","0","0","0","0","0","0","1.5"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","07","608","453","298","236","150","12","7","51","21.2","1.9","763","608","453","298","236","150","51","12","7","511","450","0","0","0","-7777","1","7","63",,,,,,,,"0.84",,,,,,,,,,,,,,"64.6","2.3","310","31.0","310","236","69","1.1","0.1","0.0","75.2","2.8","0.0","0","0","0.0","0","20","295","310","54.0","0","0","0","0","0","0","2.1"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","08","623","468","313","251","161","7","3","49","20.6","1.6","778","623","468","313","251","161","49","7","3","528","467","0","0","0","0","-7777","3","46",,,,,,,,"1.01",,,,,,,,,,,,,,"65.1","1.2","310","31.0","310","255","74","0.3","0.0","0.0","75.4","1.8","0.0","0","0","0.0","0","13","305","310","54.8","0","0","0","0","0","0","0.9"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","09","459","309","164","114","56","1","-7777","10","18.2","2.2","609","459","309","164","114","56","10","1","-7777","374","322","0","0","-7777","5","15","47","151",,,,,,,,"1.61",,,,,,,,,,,,,,"60.3","1.9","300","30.0","286","134","19","0.0","0.0","0.0","69.4","2.3","0.0","0","0","0.0","0","110","298","300","51.2","0","0","0","0","0","12","2.1"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","10","236","101","23","10","2","0","0","-7777","12.5","1.4","389","236","101","23","10","2","-7777","0","0","182","144","-7777","2","22","99","148","233","386",,,,,,,,"3.91",,,,,,,,,,,,,,"52.5","1.2","310","30.1","127","7","0","0.0","0.0","0.0","58.8","1.6","0.0","0","0","0.0","21","257","310","310","46.3","0","0","0","0","66","385","1.2"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","11","61","12","1","-7777","0","0","0","0","9.3","1.4","170","61","12","1","-7777","0","0","0","0","48","29","13","54","155","294","353","442","592",,,,,,,,"6.72",,,,,,,,,,,,,,"45.3","2.6","294","14.2","8","0","0","0.0","0.0","0.3","49.9","2.9","0.0","0","2","2.0","132","286","300","300","40.6","3","19","87","276","672","989","2.4"
"USW00094274","TACOMA NARROWS AIRPORT, WA US","12","14","1","0","0","0","0","0","0","8.7","1.0","71","14","1","0","0","0","0","0","0","13","6","52","150","292","446","508","601","756",,,,,,,,"5.89",,,,,,,,,,,,,,"40.6","2.4","268","4.6","0","0","0","0.0","0.0","0.6","45.0","2.5","0.0","0","4","5.7","240","309","310","310","36.2","91","181","401","735","968","1000","2.4"
"USC00459021","WAUNA 3 W, WA US","01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.98","7.26","11.24","18.8","13.9","5.8","2.3","8.13","0.0","0.0","0.0","-7777","0.0","0.0","0.0","0.0","-7777","0.0","0.0","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459021","WAUNA 3 W, WA US","02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.17","5.04","6.89","15.2","10.7","3.7","1.2","5.41","0.0","0.0","0.0","0.2","0.1","0.1","-7777","0.0","-7777","0.1","0.1","-7777","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459021","WAUNA 3 W, WA US","03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.19","4.85","6.50","18.3","12.0","3.8","0.7","5.43","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-7777","-7777","-7777","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459021","WAUNA 3 W, WA US","04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.97","2.93","4.65","15.3","9.7","1.7","0.5","3.58","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459021","WAUNA 3 W, WA US","05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.38","2.04","3.39","11.8","6.7","1.2","0.2","2.34","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459021","WAUNA 3 W, WA US","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.04","1.65","2.52","9.0","4.7","0.9","0.3","1.82","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459021","WAUNA 3 W, WA US","07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.23","0.58","1.17","5.0","2.2","0.4","-7777","0.79","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459021","WAUNA 3 W, WA US","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.59","1.70","5.2","2.5","0.7","0.1","1.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459021","WAUNA 3 W, WA US","09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.60","1.31","2.18","7.3","4.0","0.9","0.2","1.61","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459021","WAUNA 3 W, WA US","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.27","4.54","5.82","13.0","8.7","3.3","1.0","4.66","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459021","WAUNA 3 W, WA US","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.48","7.62","12.26","19.1","14.5","6.2","2.5","8.81","0.0","0.0","0.0","0.1","0.1","0.1","-7777","0.0","0.5","0.0","0.0","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459021","WAUNA 3 W, WA US","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.01","7.41","10.70","18.1","13.6","5.6","2.1","8.17","0.0","0.0","0.0","0.1","0.1","-7777","0.0","0.0","0.2","-7777","-7777","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","SEATTLE SAND PT WSFO, WA US","01","27","3","-7777","-7777","0","0","0","0","10.2","1.4","104","27","3","-7777","-7777","0","0","0","0","28","16","39","117","247","400","462","555","710","3.29","4.99","6.07","18.5","12.1","3.1","0.7","4.81","0.0","0.0","0.0","0.6","0.3","0.0","0.0","0.0","0.4","0.2","0.0","0.0","0.0","42.1","2.2","279","10.1","2","0","0","0.0","0.0","0.3","47.2","2.4","0.0","0","1","6.4","203","309","310","310","37.0","64","129","317","709","959","1000","2.3"
"USW00094290","SEATTLE SAND PT WSFO, WA US","02","31","3","-7777","-7777","0","0","0","0","13.1","1.8","116","31","3","-7777","-7777","0","0","0","0","47","31","19","75","186","323","379","463","603","2.09","3.08","4.44","14.1","7.6","1.4","0.1","3.31","0.0","0.0","0.0","0.4","0.2","0.1","0.0","0.0","0.6","0.3","0.1","0.0","0.0","43.4","2.3","269","13.3","14","0","0","0.0","0.0","0.0","50.0","2.4","0.0","0","1","5.0","190","280","280","280","36.9","15","76","273","616","917","1000","2.6"
"USW00094290","SEATTLE SAND PT WSFO, WA US","03","81","16","2","-7777","-7777","0","0","0","14.5","1.2","207","81","16","2","-7777","-7777","0","0","0","97","72","4","33","123","263","324","417","572","2.60","3.46","3.93","17.1","10.1","1.7","0.4","3.51","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","-7777","0.0","0.0","0.0","0.0","46.6","2.0","308","23.0","45","3","0","0.0","0.0","0.0","53.8","2.4","0.0","0","0","1.6","173","310","310","310","39.3","0","20","41","152","670","986","1.8"
"USW00094290","SEATTLE SAND PT WSFO, WA US","04","169","58","12","6","1","0","0","-7777","16.0","1.7","315","169","58","12","6","1","-7777","0","0","160","130","-7777","4","43","147","200","286","435","2.10","2.68","2.94","15.0","8.2","1.3","0.1","2.77","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","50.5","1.6","300","28.4","105","12","1","0.0","0.0","0.0","58.5","2.0","0.0","0","0","-7777","80","293","300","300","42.5","0","0","0","0","114","711","1.5"
"USW00094290","SEATTLE SAND PT WSFO, WA US","05","343","193","78","49","21","-7777","-7777","3","16.5","1.8","497","343","193","78","49","21","3","-7777","-7777","277","234","0","-7777","5","46","78","144","281","1.34","1.95","2.91","12.5","6.5","1.0","0.1","2.16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","56.0","2.2","310","30.9","222","63","8","0.0","0.0","0.0","64.3","2.8","0.0","0","0","0.0","12","214","310","310","47.8","0","0","0","0","0","58","1.9"
"USW00094290","SEATTLE SAND PT WSFO, WA US","06","480","330","184","130","65","2","1","14","17.4","1.8","630","480","330","184","130","65","14","2","1","392","336","0","0","-7777","4","10","35","134","1.04","1.54","2.25","9.9","4.8","0.7","0.1","1.63","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","61.0","1.8","300","30.0","284","131","21","-7777","0.0","0.0","69.7","2.5","0.0","0","0","0.0","0","74","297","300","52.3","0","0","0","0","0","0","1.2"
"USW00094290","SEATTLE SAND PT WSFO, WA US","07","648","493","338","276","185","15","8","65","19.6","2.5","803","648","493","338","276","185","65","15","8","551","490","0","0","0","-7777","-7777","2","37","0.30","0.72","1.10","5.8","2.1","0.2","0.0","0.79","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","65.9","1.8","310","31.0","309","248","76","0.7","-7777","0.0","75.7","2.9","0.0","0","0","0.0","0","3","278","310","56.1","0","0","0","0","0","0","1.2"
"USW00094290","SEATTLE SAND PT WSFO, WA US","08","668","513","358","296","204","14","6","75","19.5","1.5","823","668","513","358","296","204","75","14","6","572","511","0","0","0","-7777","-7777","1","27","0.33","0.60","1.24","5.7","3.0","0.6","0.1","0.97","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","66.5","1.4","310","31.0","310","262","83","0.4","0.0","0.0","76.3","1.8","0.0","0","0","0.0","0","4","263","310","56.8","0","0","0","0","0","0","1.3"
"USW00094290","SEATTLE SAND PT WSFO, WA US","09","498","348","202","149","83","2","1","19","18.2","1.9","648","498","348","202","149","83","19","2","1","412","358","0","0","-7777","4","11","35","121","0.64","1.67","2.06","7.8","4.0","0.8","-7777","1.52","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","61.6","1.7","300","30.0","286","159","27","0.1","0.0","0.0","70.7","2.3","0.0","0","0","0.0","0","75","296","300","52.5","0","0","0","0","0","0","1.5"
"USW00094290","SEATTLE SAND PT WSFO, WA US","10","260","123","35","17","4","-7777","0","-7777","13.7","1.5","412","260","123","35","17","4","-7777","-7777","0","207","167","-7777","3","21","88","132","212","363","2.03","3.41","4.41","13.2","7.8","2.0","0.3","3.41","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","53.3","1.8","310","29.7","148","17","2","0.0","0.0","0.0","60.1","2.0","0.0","0","0","0.1","24","236","310","310","46.5","0","0","0","2","58","349","1.8"
"USW00094290","SEATTLE SAND PT WSFO, WA US","11","78","18","2","1","-7777","0","0","0","10.4","1.6","195","78","18","2","1","-7777","0","0","0","66","43","9","42","132","266","325","414","564","4.53","5.42","7.17","18.5","12.6","3.8","1.0","5.84","0.0","0.0","0.0","0.1","0.1","0.1","0.0","0.0","0.3","0.2","0.0","0.0","0.0","46.2","2.9","296","18.6","12","-7777","0","0.0","0.0","0.1","51.4","2.9","0.0","0","1","1.9","123","285","300","300","41.0","3","21","75","224","566","960","3.0"
"USW00094290","SEATTLE SAND PT WSFO, WA US","12","18","1","-7777","0","0","0","0","0","9.6","1.2","84","18","1","-7777","0","0","0","0","0","18","9","50","139","277","431","493","586","741","3.94","5.06","6.97","18.8","11.8","3.2","1.1","5.43","0.0","0.0","2.0","0.9","0.6","0.3","0.2","0.0","2.3","1.6","1.0","0.5","0.0","41.1","2.2","272","7.2","-7777","0","0","0.0","0.0","0.6","45.9","2.3","0.0","-7777","6","6.4","228","310","310","310","36.3","84","174","376","729","980","1000","2.3"
"USW00024234","SEATTLE BOEING FIELD, WA US","01","30","5","-7777","0","0","0","0","0","11.1","1.4","107","30","5","-7777","0","0","0","0","0","33","20","37","116","245","396","457","550","705",,,,,,,,"5.72",,,,,,,,,,,,,,"42.3","2.5","285","11.3","3","0","0","0.0","0.0","0.3","47.8","2.6","0.0","0","4","6.3","223","307","310","310","36.7","45","157","411","776","973","1000","2.7"
"USW00024234","SEATTLE BOEING FIELD, WA US","02","26","2","-7777","-7777","0","0","0","0","14.1","2.2","107","26","2","-7777","-7777","0","0","0","0","45","28","13","72","188","326","382","466","606",,,,,,,,"3.89",,,,,,,,,,,,,,"43.3","2.4","277","15.1","6","0","0","0.0","0.0","0.0","50.4","2.0","0.0","0","0","6.1","206","280","280","280","36.3","15","94","321","673","934","999","3.2"
"USW00024234","SEATTLE BOEING FIELD, WA US","03","95","24","3","1","-7777","0","0","0","14.2","1.3","222","95","24","3","1","-7777","0","0","0","101","74","5","33","117","251","311","403","558",,,,,,,,"3.76",,,,,,,,,,,,,,"47.0","2.2","307","23.8","39","2","0","0.0","0.0","0.0","54.1","2.5","0.0","0","0","2.3","153","306","310","310","39.9","0","4","41","198","627","963","2.0"
"USW00024234","SEATTLE BOEING FIELD, WA US","04","192","76","19","10","3","0","0","-7777","14.9","2.4","339","192","76","19","10","3","-7777","0","0","166","134","0","3","37","130","181","264","411",,,,,,,,"2.94",,,,,,,,,,,,,,"51.3","2.2","300","27.7","106","20","1","0.0","0.0","0.0","58.7","2.3","0.0","0","0","0.1","59","275","300","300","43.9","0","0","0","0","141","556","2.7"
"USW00024234","SEATTLE BOEING FIELD, WA US","05","349","200","81","50","22","1","-7777","5","17.4","2.3","503","349","200","81","50","22","5","1","-7777","287","244","0","-7777","6","42","74","138","276",,,,,,,,"2.68",,,,,,,,,,,,,,"56.3","2.2","310","31.0","237","64","9","0.0","0.0","0.0","65.0","2.5","0.0","0","0","0.3","13","222","310","310","47.5","0","0","0","0","15","162","2.5"
"USW00024234","SEATTLE BOEING FIELD, WA US","06","509","359","212","159","91","6","3","28","16.7","1.6","659","509","359","212","159","91","28","6","3","419","362","0","0","0","4","11","33","119",,,,,,,,"1.47",,,,,,,,,,,,,,"62.0","2.3","300","30.0","282","135","33","0.2","0.0","0.0","70.3","2.9","0.0","0","0","0.0","0","50","288","300","53.6","0","0","0","0","0","0","1.8"
"USW00024234","SEATTLE BOEING FIELD, WA US","07","671","516","361","299","208","24","13","85","18.1","1.8","826","671","516","361","299","208","85","24","13","574","512","0","0","0","-7777","-7777","2","34",,,,,,,,"0.84",,,,,,,,,,,,,,"66.7","2.1","310","31.0","310","240","77","1.0","0.1","0.0","75.7","2.8","0.0","0","0","0.0","0","1","242","309","57.6","0","0","0","0","0","0","1.6"
"USW00024234","SEATTLE BOEING FIELD, WA US","08","682","527","372","310","218","17","8","86","18.5","1.9","837","682","527","372","310","218","86","17","8","587","525","0","0","0","0","-7777","1","24",,,,,,,,"0.99",,,,,,,,,,,,,,"67.0","1.6","310","31.0","310","264","84","0.3","0.0","0.0","76.2","2.3","0.0","0","0","0.0","0","3","237","310","57.8","0","0","0","0","0","0","1.4"
"USW00024234","SEATTLE BOEING FIELD, WA US","09","496","346","201","148","82","2","-7777","19","17.5","2.1","646","496","346","201","148","82","19","2","-7777","411","357","0","0","-7777","4","11","35","123",,,,,,,,"1.62",,,,,,,,,,,,,,"61.6","1.6","300","30.0","292","155","22","0.0","0.0","0.0","70.3","2.3","0.0","0","0","0.0","0","75","291","300","52.8","0","0","0","0","0","0","1.4"
"USW00024234","SEATTLE BOEING FIELD, WA US","10","251","116","30","14","3","-7777","0","-7777","14.2","1.4","403","251","116","30","14","3","-7777","-7777","0","205","165","-7777","3","23","92","138","220","372",,,,,,,,"3.73",,,,,,,,,,,,,,"53.0","1.3","310","30.5","153","10","0","0.0","0.0","0.0","60.1","1.4","0.0","0","0","0.1","42","237","310","310","45.9","0","0","0","4","76","486","1.6"
"USW00024234","SEATTLE BOEING FIELD, WA US","11","75","18","2","1","-7777","0","0","0","11.9","1.7","186","75","18","2","1","-7777","0","0","0","69","46","14","53","146","279","338","428","578",,,,,,,,"6.50",,,,,,,,,,,,,,"45.7","2.7","295","19.4","13","0","0","0.0","0.0","0.3","51.7","2.5","0.0","0","3","3.8","143","286","300","300","39.8","10","40","135","361","751","995","3.1"
"USW00024234","SEATTLE BOEING FIELD, WA US","12","19","2","-7777","0","0","0","0","0","10.7","1.2","85","19","2","-7777","0","0","0","0","0","21","11","58","147","286","438","500","593","748",,,,,,,,"5.74",,,,,,,,,,,,,,"40.9","2.6","269","8.1","1","0","0","0.0","0.0","0.8","46.2","2.6","0.0","0","10","8.1","237","309","310","310","35.5","101","224","436","794","995","1000","2.8"
"USC00458508","TOLT SOUTH FORK RESERVOIR, WA US","01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.43","12.19","17.62","21.1","17.2","9.6","4.3","12.90","0.0","6.0","22.1","4.8","3.8","1.9","1.0","0.1","11.4","8.2","6.4","5.6","2.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00458508","TOLT SOUTH FORK RESERVOIR, WA US","02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.25","7.91","11.06","17.2","13.7","6.0","2.2","8.13","0.0","3.0","10.0","3.3","2.7","1.0","0.5","0.1","6.1","6.7","4.2","3.1","0.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00458508","TOLT SOUTH FORK RESERVOIR, WA US","03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.52","9.60","11.65","21.9","17.9","7.4","2.3","10.13","0.0","2.5","12.8","3.6","3.0","1.8","1.0","0.2","6.7","3.7","2.8","1.8","0.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00458508","TOLT SOUTH FORK RESERVOIR, WA US","04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.87","8.66","10.16","20.6","15.7","6.4","1.8","8.62","0.0","0.0","5.0","1.4","1.2","0.6","0.3","0.0","4.1","2.0","1.3","0.8","0.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00458508","TOLT SOUTH FORK RESERVOIR, WA US","05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.86","7.08","8.32","17.9","13.3","5.6","1.8","7.17","0.0","0.0","0.0","0.2","0.2","-7777","0.0","0.0","0.4","0.1","0.1","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00458508","TOLT SOUTH FORK RESERVOIR, WA US","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.02","6.18","8.29","15.2","10.6","4.3","1.7","5.93","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00458508","TOLT SOUTH FORK RESERVOIR, WA US","07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.29","2.33","3.78","9.0","5.6","1.8","0.5","2.89","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00458508","TOLT SOUTH FORK RESERVOIR, WA US","08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.24","2.27","3.60","8.9","5.0","2.0","0.5","2.68","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00458508","TOLT SOUTH FORK RESERVOIR, WA US","09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.22","5.26","6.86","12.1","8.5","4.1","1.4","5.39","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00458508","TOLT SOUTH FORK RESERVOIR, WA US","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.28","9.18","12.35","17.6","13.4","7.1","2.8","9.64","0.0","0.0","0.0","0.1","0.1","-7777","0.0","0.0","0.2","0.1","0.1","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
